"Program Name","Institution Name",District,"Accredited Date","Expiry Date",Status
"Postgraduate Diploma Data Communications and Software Engineering","Makerere University",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Bachelor of Science in Fisheries and Aquaculture","Makerere University",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Science in Veterinary Medicine","Makerere University",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Bachelor of Science","Makerere University",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Science in Biomedical Laboratory Sciences and Management","Makerere University",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Business Administration (Modular)","Makerere University Business School",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Arts in Hospitality and Tourism Management","Makerere University Business School",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Science in Procurement and Supply Management","Makerere University Business School",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Masters in Human Resource Management","Makerere University Business School",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Science in Accounting and Finance","Makerere University Business School",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Science in Banking and Investment","Makerere University Business School",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Postgraduate Diploma  in Community Based Development","Nkumba University",Wakiso,26/Mar/2010,26/Mar/2015,"Under Review"
"Masters in Taxation Management","Nkumba University",Wakiso,26/Mar/2010,26/Mar/2015,"Under Review"
"Postgraduate Diploma Environmental Impact Assessment","Nkumba University",Wakiso,26/Mar/2010,26/Mar/2015,"Under Review"
"Bachelor of science in Wildlife and Forestry Management","Nkumba University",Wakiso,26/Mar/2010,26/Mar/2015,"Under Review"
"Diploma in Records and Information Science","Uganda Management Institute",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Science in Environmental Science and Management","Kampala University",Kampala,26/Mar/2010,26/Mar/2015,"Under Review"
"Master of Science in Tourism and Hospitality Management","Nkumba University",Wakiso,23/Jun/2011,23/Jun/2016,"Under Review"
"Bachelor of science in Fisheries Management and Technology","Nkumba University",Wakiso,23/Jun/2011,23/Jun/2016,"Under Review"
"Bachelor of Administration and Information Processing","Nkumba University",Wakiso,23/Jun/2011,23/Jun/2016,"Under Review"
"Diploma in Journalism and Public Relations","Nkumba University",Wakiso,23/Jun/2011,23/Jun/2016,"Under Review"
"Master of Science in Natural Resources Management","Nkumba University",Wakiso,23/Jun/2011,23/Jun/2016,"Under Review"
"Bachelor of Arts in International Relation and Diplomacy","Nkumba University",Wakiso,23/Jun/2011,23/Jun/2016,"Under Review"
"Master of Medicine – Internal Medicine","Makerere University",Kampala,23/Jun/2011,23/Jun/2016,"Under Review"
"Bachelor of Science in Environment and Natural Resource Management","Nkumba University",Wakiso,22/Aug/2011,22/Aug/2016,"Under Review"
"Bachelor of Science in Nursing","Makerere University",Kampala,19/Dec/2011,19/Dec/2016,"Under Review"
"Bachelor of Environmental Health Science","Makerere University",Kampala,19/Dec/2011,19/Dec/2016,"Under Review"
"Diploma in Library and Information Science","Rukungiri Institute of Management",Rukungiri,19/Dec/2011,19/Dec/2016,"Under Review"
"Bachelor of Science in Tourism Operations & Management","International University of East Africa",Kampala,21/Jun/2012,21/Jun/2017,"Under Review"
"Bachelor of Science in Environmental Health Science","Cavendish University",Kampala,21/Jun/2012,21/Jun/2017,"Under Review"
"Master of Medicine in Surgery","Gulu University",Gulu,21/Jun/2012,21/Jun/2017,"Under Review"
"Bachelor of Science with Education (Physics)","Kampala University",Kampala,17/Dec/2012,17/Dec/2017,"Under Review"
"Bachelor of Science with Education (Mathematics)","Kampala University",Kampala,17/Dec/2012,17/Dec/2017,"Under Review"
"Bachelor of Science with Education (Biology)","Kampala University",Kampala,17/Dec/2012,17/Dec/2017,"Under Review"
"Bachelor of Science with Education (Sports Science)","Kampala University",Kampala,17/Dec/2012,17/Dec/2017,"Under Review"
"Master of Arts in Public Administration and Management","Nkumba University",Wakiso,24/Jun/2013,24/Jun/2018,"Under Review"
"Master of Arts in Literature","Uganda Christian University",Mukono,24/Jun/2013,24/Jun/2018,"Under Review"
"Bachelor of Gender and Women Health (B.GWH)","Mbarara University of Science and Technology",Mbarara,24/Jun/2013,24/Jun/2018,"Under Review"
"Diploma in administration and Information Processing","Nkumba University",Wakiso,24/Jun/2013,24/Jun/2018,"Under Review"
"Diploma in Accountancy and Finance","Alliance College of Science and Technology-Ibanda (Formerly Alliance Vocational School, Ibanda (AVOS)",Ibanda,27/Sep/2013,27/Sep/2018,"Under Review"
"Bachelor Degree in  Banking and Finance","Victoria University",Kampala,20/Dec/2013,20/Dec/2018,"Under Review"
"Diploma in Information Technology","Multitech Business School",Kampala,24/Mar/2014,24/Mar/2019,"Under Review"
"Diploma in Computer Science","Multitech Business School",Kampala,24/Mar/2014,24/Mar/2019,"Under Review"
"Bachelor of Information Science","Universal Technology and Management University Formerly (Uganda Technology and Management University)",Kampala,24/Mar/2014,24/Mar/2019,"Under Review"
"Bachelor of Oil and Gas Management","Universal Technology and Management University Formerly (Uganda Technology and Management University)",Kampala,24/Mar/2014,24/Mar/2019,"Under Review"
"Bachelor of Science in Computer Engineering","Universal Technology and Management University Formerly (Uganda Technology and Management University)",Kampala,24/Mar/2014,24/Mar/2019,"Under Review"
"Postgraduate  Diploma in Computing","Universal Technology and Management University Formerly (Uganda Technology and Management University)",Kampala,24/Mar/2014,24/Mar/2019,"Under Review"
"Bachelor of Business Computing","Universal Technology and Management University Formerly (Uganda Technology and Management University)",Kampala,23/Jun/2014,23/Jun/2019,"Under Review"
"Bachelor of Science Education (Agriculture)","Gulu University",Gulu,23/Jun/2014,23/Jun/2019,"Under Review"
"Bachelor of Public Health","Gulu University",Gulu,23/Jun/2014,23/Jun/2019,"Under Review"
"Bachelor of Laws","Bishop Stuart University",Mbarara,29/Sep/2014,29/Sep/2019,"Under Review"
"Master of Science in Food Technology","Kyambogo University",Kampala,29/Sep/2014,29/Sep/2019,"Under Review"
"Doctor of Ministry Mission","Uganda Christian University",Mukono,29/Sep/2014,29/Sep/2019,"Under Review"
"Diploma in Nursing (Direct)","Nkumba University",Wakiso,29/Sep/2014,29/Sep/2019,"Under Review"
"Diploma in Business Information systems","Victoria University",Kampala,29/Sep/2014,29/Sep/2019,"Under Review"
"Bachelor of Arts in Public Administration and Management","Nkumba University",Wakiso,19/Dec/2014,19/Dec/2019,"Under Review"
"Postgraduate Diploma in Public Administration and Management","Nkumba University",Wakiso,19/Dec/2014,19/Dec/2019,"Under Review"
"Postgraduate Diploma in Entrepreneurship Education","Makerere University Business School",Kampala,19/Dec/2014,19/Dec/2019,"Under Review"
"Diploma in Hotel, Travel and Tourism Management","Multitech Business School",Kampala,30/Mar/2015,30/Mar/2020,"Under Review"
"Diploma in Business Management","Mountains of the Moon University",Kabarole,30/Mar/2015,30/Mar/2020,"Under Review"
"Diploma in Education (Early Childhood Development)","Kyambogo University",Kampala,30/Mar/2015,30/Mar/2020,"Under Review"
"Diploma in Information Technology","Global Institute of Information Technology & Business",Kampala,30/Mar/2015,30/Mar/2020,"Under Review"
"Diploma in Business Administration","Global Institute of Information Technology & Business",Kampala,30/Mar/2015,30/Mar/2020,"Under Review"
"Diploma in Oil and Gas Management","Global Institute of Information Technology & Business",Kampala,29/Jun/2015,29/Jun/2020,"Under Review"
"Diploma in Human Resource Management","Global Institute of Information Technology & Business",Kampala,29/Jun/2015,29/Jun/2020,"Under Review"
"Diploma in Medical Records and Health Informatics","Global Institute of Information Technology & Business",Kampala,29/Jun/2015,29/Jun/2020,"Under Review"
"Diploma in Catering and Hotel Management","Alliance College of Science and Technology-Ibanda (Formerly Alliance Vocational School, Ibanda (AVOS)",Ibanda,29/Jun/2015,29/Jun/2020,"Under Review"
"Diploma in Health Services Management and Administration","Kampala Institute of Science and Technology",Kampala,29/Jun/2015,29/Jun/2020,"Under Review"
"Bachelor of Arts in Clearing and Forwarding","Nkumba University",Wakiso,30/Jun/2015,30/Jun/2020,"Under Review"
"Bachelor of Laws","Nkumba University",Wakiso,29/Sep/2015,29/Sep/2020,"Under Review"
"Diploma in Journalism and Mass Communication","Institute of Management Science & Technology (IMSAT)",Mbale,29/Sep/2015,29/Sep/2020,"Under Review"
"Postgraduate Diploma in Psychosocial and Spiritual Palliative Care","Institute of Hospice and Palliative Care in Africa (IHPCA) (Formerly Hospice, Africa)",Kampala,29/Sep/2015,29/Sep/2020,"Under Review"
"Diploma in Cosmetology","Global Institute of Information Technology & Business",Kampala,29/Sep/2015,29/Sep/2020,"Under Review"
"Bachelor of Environmental Health Sciences","Victoria University",Kampala,29/Sep/2015,29/Sep/2020,"Under Review"
"Diploma in Counselling and Guidance","YMCA Comprehensive Institute",Kampala,21/Dec/2015,21/Dec/2020,"Under Review"
"Bachelor of Business Administration","Great Lakes Regional University",Kanungu,21/Dec/2015,21/Dec/2020,"Under Review"
"Diploma in Midwifery","Bishop Stuart University",Mbarara,21/Dec/2015,21/Dec/2020,"Under Review"
"Bachelor of Science in Human Nutrition and Dietetics","Kyambogo University",Kampala,21/Dec/2015,21/Dec/2020,"Under Review"
"Bachelor of Hotel and Institutional Catering","Kyambogo University",Kampala,21/Dec/2015,21/Dec/2020,"Under Review"
"Bachelor of Vocational Studies in Home Economics with Education","Kyambogo University",Kampala,21/Dec/2015,21/Dec/2020,"Under Review"
"Advanced Diploma in Child and Adolescent Mental Health","Mbarara University of Science and Technology",Mbarara,21/Dec/2015,21/Dec/2020,"Under Review"
"Master of Science in Counselling Psychology","Nkumba University",Wakiso,30/Mar/2016,30/Mar/2021,"Under Review"
"Bachelor of Business Administration and Entrepreneurship","Kyambogo University",Kampala,30/Mar/2016,30/Mar/2021,"Under Review"
"Postgraduate Diploma in Public Relations and Strategic  Communication","Nkumba University",Wakiso,30/Mar/2016,30/Mar/2021,"Under Review"
"Diploma in Information Technology","YMCA Comprehensive Institute",Kampala,27/Jun/2016,27/Jun/2021,"Under Review"
"Bachelor of Education – Arts","Kyambogo University",Kampala,27/Jun/2016,27/Jun/2021,"Under Review"
"Bachelor of Education – Science","Kyambogo University",Kampala,27/Jun/2016,27/Jun/2021,"Under Review"
"Bachelor of Science in Information Technology","University of Kisubi",Wakiso,27/Jun/2016,27/Jun/2021,"Under Review"
"Bachelor of Science in Computer Science","Nkumba University",Wakiso,27/Jun/2016,27/Jun/2021,"Under Review"
"Masters in Bioethics","Makerere University",Kampala,27/Jun/2016,27/Jun/2021,"Under Review"
"Bachelor of Science in Biosystems Engineering","Gulu University",Gulu,29/Aug/2016,29/Aug/2021,"Under Review"
"Diploma in Medical Records and Information Management","Alliance College of Science and Technology-Ibanda (Formerly Alliance Vocational School, Ibanda (AVOS)",Ibanda,19/Dec/2016,19/Dec/2021,"Under Review"
"Diploma in Records and Archives Management","Alliance College of Science and Technology-Ibanda (Formerly Alliance Vocational School, Ibanda (AVOS)",Ibanda,19/Dec/2016,19/Dec/2021,"Under Review"
"Bachelor of Electrical Engineering","Kyambogo University",Kampala,19/Dec/2016,19/Dec/2021,"Under Review"
"Diploma in Accounting and Finance","Kyambogo University",Kampala,19/Dec/2016,19/Dec/2021,"Under Review"
"Bachelor of Engineering in Mechatronics and Biomedical Engineering","Kyambogo University",Kampala,19/Dec/2016,19/Dec/2021,"Under Review"
"Bachelor of Performing Arts","Kyambogo University",Kampala,19/Dec/2016,19/Dec/2021,"Under Review"
"Bachelor of Science in Petroleum Engineering","International University of East Africa",Kampala,19/Dec/2016,19/Dec/2021,"Under Review"
"Undergraduate Diploma in Electrical Engineering","International University of East Africa",Kampala,19/Dec/2016,19/Dec/2021,"Under Review"
"Masters in Business Administration","International University of East Africa",Kampala,19/Dec/2016,19/Dec/2021,"Under Review"
"Diploma in Social Work and Social Administration","Nkumba University",Wakiso,19/Dec/2016,19/Dec/2021,"Under Review"
"Diploma in Public Administration and Management","Nkumba University",Wakiso,19/Dec/2016,19/Dec/2021,"Under Review"
"Diploma in Petroleum Engineering","Uganda Petroleum Institute Kigumba",Kiryandongo,19/Dec/2016,19/Dec/2021,"Under Review"
"Bachelor of Procurement and Logistics management","Uganda Pentecostal University",Kabarole,19/Dec/2016,19/Dec/2021,"Under Review"
"Bachelor of Arts in Development Studies","Uganda Pentecostal University",Kabarole,19/Dec/2016,19/Dec/2021,"Under Review"
"Master of Arts in Community Development","Nkumba University",Wakiso,22/May/2017,22/May/2022,"Under Review"
"Diploma in Development Studies","Nkumba University",Wakiso,22/May/2017,22/May/2022,"Under Review"
"Diploma in Public Health","Nkumba University",Wakiso,22/May/2017,22/May/2022,"Under Review"
"Bachelor of Science in Tourism Operations Management","Nkumba University",Wakiso,22/May/2017,22/May/2022,"Under Review"
"Bachelor of Hotel Management and Institutional Catering","Nkumba University",Wakiso,22/May/2017,22/May/2022,"Under Review"
"Bachelor of Laws","International University of East Africa",Kampala,22/May/2017,22/May/2022,"Under Review"
"Diploma in Business Studies","Islamic University in Uganda",Mbale,22/May/2017,22/May/2022,"Under Review"
"Diploma in Nursing","International Institute of Health Sciences",Jinja,22/May/2017,22/May/2022,"Under Review"
"Diploma in Christian Counselling","Glad Tidings Bible College",Kampala,22/May/2017,22/May/2022,"Under Review"
"Diploma in Secretarial Studies","YMCA Comprehensive Institute",Kampala,22/May/2017,22/May/2022,"Under Review"
"Master of Public Administration and Management","Gulu University",Gulu,28/Aug/2017,28/Aug/2022,"Under Review"
"Diploma in Computer Science","Gulu University",Gulu,28/Aug/2017,28/Aug/2022,"Under Review"
"Master of Medicine in Paediatrics and Child Health","Busitema University, Mbale Campus",Mbale,28/Aug/2017,28/Aug/2022,"Under Review"
"Diploma in Industrial Electronics and Electrical Engineering","Busitema University, Main Campus",Busia,28/Aug/2017,28/Aug/2022,"Under Review"
"Bachelor of Arts in Social Sciences","Kyambogo University",Kampala,28/Aug/2017,28/Aug/2022,"Under Review"
"Master of Arts in Economics","Kyambogo University",Kampala,28/Aug/2017,28/Aug/2022,"Under Review"
"Diploma in Deaf Studies","Kyambogo University",Kampala,28/Aug/2017,28/Aug/2022,"Under Review"
"Diploma in Food Processing Technology","Kyambogo University",Kampala,28/Aug/2017,28/Aug/2022,"Under Review"
"Diploma in Special Needs Education","Kyambogo University",Kampala,28/Aug/2017,28/Aug/2022,"Under Review"
"Bachelor of Adult and Community Education","Kyambogo University",Kampala,28/Aug/2017,28/Aug/2022,"Under Review"
"Postgraduate Diploma in Community Based Rehabilitation","Kyambogo University",Kampala,28/Aug/2017,28/Aug/2022,"Under Review"
